,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
17765,6326,2018-12-22-050727,"Tomorrow if a mob surrounds them and ask them which religion do they belong to, they will have no answers. It worries me that the situation is not improving anytime soon,",Naseeruddin Shah,Q469945,2018-12-22 02:57:17,4,"['http://timesnow.tv/india/article/naseeruddin-shah-uttar-pradesh-navnirman-sena-wants-to-to-leave-for-pakistan-books-tickets/335040'
 'http://timesnow.tv/india/article/naseeruddin-shah-should-consider-moving-to-pakistan-shiv-sena-on-comments-by-actor-after-bulandshahr-violence-islamophobia-in-india/335147'
 'https://www.timesnownews.com/india/article/naseeruddin-shah-should-consider-moving-to-pakistan-shiv-sena-on-comments-by-actor-after-bulandshahr-violence-islamophobia-in-india/335147'
 'http://dunyanews.tv/index.php/en/Entertainment/471326-Hindu-extremists-asks-Naseeruddin-Shah-to-move-to-Pakistan-']",E,0.588,['PK' 'IN'],1
13932,135331,2017-02-24-009933,"As part of my pledge to restore safety for the American people, I have also directed the defense community to develop a plan to totally obliterate ISIS.",President Trump,Q22686,2017-02-24 00:00:00,10,"['http://kcbx.org/post/president-trump-cpac-era-empty-talk-over'
 'http://kut.org/post/president-trump-cpac-era-empty-talk-over'
 'http://kwbu.org/post/trump-cpac-era-empty-talk-over'
 'http://peconicpublicbroadcasting.org/post/watch-live-president-trump-addresses-cpac'
 'http://wamc.org/post/trump-cpac-era-empty-talk-over'
 'http://wlrn.org/post/president-trump-cpac-era-empty-talk-over'
 'http://wnpr.org/post/watch-live-president-trump-addresses-cpac'
 'http://wnyc.org/story/watch-live-president-trump-addresses-cpac/'
 'http://capradio.org/news/npr/story?storyid=517009754'
 'http://www.thenewamerican.com/usnews/politics/item/25469-trump-criticizes-fake-news-and-unveils-ambitious-plan-at-cpac']",E,0.705,['US'],1
14396,159407,2017-07-27-148591,"This report states that racism exists within our health-care system and we, as leaders, acknowledge this,",None,,2017-07-27 00:00:00,24,"['https://www.thestar.com/news/canada/2017/07/27/saskatoon-health-region-apologizes-to-indigenous-women-pressured-into-tubal-ligation-surgery.html'
 'http://www.timescolonist.com/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-1.21415309'
 'http://www.680news.com/2017/07/27/saskatoon-health-region-deeply-sorry-for-indigenous-tubal-ligation-coercion/'
 'http://saskatoon.ctvnews.ca/profiled-and-powerless-report-released-into-indigenous-women-s-claims-of-tubal-ligation-coercion-1.3521892?autoPlay=true'
 'http://baytoday.ca/national/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682370'
 'http://ca.finance.yahoo.com/news/saskatoon-health-region-apos-deeply-195356409.html'
 'http://sootoday.com/national-news/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682370'
 'http://thechronicleherald.ca/canada/1489744-saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women'
 'http://www.ckpg.com/rss/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women/'
 'http://www.tbnewswatch.com/national-news/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682370'
 'https://www.barrietoday.com/national-news/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682370'
 'https://www.sudbury.com/national/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682370'
 'https://www.timminstoday.com/national-news/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682370'
 'http://www.chroniclejournal.com/news/national/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women/article_11a1ecee-47c7-5b20-a7fa-657253141e38.html'
 'http://www.ckpg.com/rss/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-2/'
 'http://www.tbnewswatch.com/ontario-news/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-682375'
 'https://www.theglobeandmail.com/news/national/saskatoon-health-region-apologizes-for-coerced-tubal-ligations-on-indigenous-women/article35824599/'
 'http://www.huffingtonpost.ca/2017/07/27/saskatoon-health-region-apologizes-to-indigenous-women-who-felt_a_23053221/'
 'http://www.huffingtonpost.ca/2017/07/27/saskatoon-health-region-apologizes-to-indigenous-women-who-felt_a_23053221/?utm_hp_ref=ca-homepage'
 'http://www.ctvnews.ca/health/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-1.3522436'
 'http://www.ctvnews.ca/health/saskatoon-health-region-apologizes-for-tubal-ligations-on-indigenous-women-1.3522436?autoPlay=true'
 'http://www.comoxvalleyecho.com/national/437168433.html'
 'http://www.bclocalnews.com/national/437168433.html'
 'http://fftimes.com/news/global/national/apology-made-women-coerced-tubal-ligation']",E,0.8231,['US' 'CA'],1
8813,191851,2014-07-12-005839,Dog walkers have thrown their bones,Stina Tweeddale,Q42894243,2014-07-12 23:06:03,1,['http://feeds.theguardian.com/c/34708/f/663860/s/3c7080a3/sc/42/l/0L0Stheguardian0N0Cmusic0C20A140Cjul0C130Choneyblood0Ereview0Estina0Etweeddale0Eshona0Emcvicar/story01.htm'],E,0.7371,['UK'],1
12617,183627,2016-05-16-052689,"It was an unacceptable risk. This is an absolutely unacceptable race for us. In lap two, our drivers crashing into each other... unbelievable. There is one rule and that is that you don't crash into each other. And it has happened not at the end of the race but on lap two. It's important there are rules and they're followed.",Toto Wolff,Q90005,2016-05-16 10:30:00,2,"['http://www.skysports.com/f1/news/12040/10284217/what-now-for-hamilton-rosberg-after-their-spanish-gp-meltdown'
 'http://www.skysports.com/f1/news/12472/10284217/what-now-for-hamilton-rosberg-after-their-spanish-gp-meltdown']",E,0.745,['UK'],1
11362,81201,2015-01-11-032932,That vehicle has been retrieved by police. One man is in custody and we are searching for a second man. We have no concerns for members of the public. Inquiries are ongoing.,Suzanne Goodwin,Q3505963,2015-01-11 13:50:00,1,['http://www.stokesentinel.co.uk/Staffordshire-Police-helicopter-used-hunt-man/story-25838279-detail/story.html'],E,0.8369,['UK'],1
7850,91014,2013-11-22-083048,They said Kennedy had been shot. We did not turn off the TV. We watched it all weekend.,None,,2013-11-22 04:21:31,1,['http://www.joplinglobe.com/topstories/x143682288/Joplin-area-residents-recall-tears-despair-after-assassination-of-Kennedy'],D,0.9426,['US'],1
5196,173778,2011-08-19-018946,"hossein told us yesterday that the tehran prosecutor had gone to see him, informing him that a $1 or $2 million bail has been set for him, but that it appears that the irgc wishes for hossein to ask for clemency. what has hossein done to request clemency?",hossein ronaghi,Q2753913,2011-08-19 19:00:09,1,['http://iranhumanrights.org/2011/08/ronaghi_beating/'],C,0.6241,['IR'],1
7864,53144,2013-08-07-086569,"We will have to tighten monetary policy at some stage, but do not expect us to do so until unemployment has dropped significantly - and fall to 7 per cent would be significant - and remember that we must retain our concern about inflation, so that will affect policy too.",None,,2013-08-07 18:53:22,1,['http://independent.co.uk/voices/commentators/the-first-sniff-of-change-at-the-bank-may-mean-more-of-the-same-8750890.html'],D,0.6339,['UK'],1
751,217928,2009-12-04-069772,overwhelming evidence supports the conclusion that sonny acted with premeditation.,None,,2009-12-04 00:16:35,2,"['http://rgj.com/article/20091203/NEWS/91203052'
 'http://examiner.com/a-2353492~Court__Interpreter_errors_didn_t_outweigh_evidence.html?cid=rss-Nevada_Headlines']",A,0.5321,['US'],1
5821,131384,2012-07-02-039633,"let it be clear, with organized crime there will be no pacts or truce.",manuel lopez,Q15833716,2012-07-02 11:28:20,3,"['http://voanews.com/content/nieto-winner-mexican-elections/1352542.html'
 'http://english.chosun.com/site/data/html_dir/2012/07/03/2012070300467.html'
 'http://eurasiareview.com/03072012-mexico-pena-nieto-wins-presidential-election-but-runner-up-charges-fraud/']",C,0.2834,['US' 'KS'],1
792,218798,2009-06-24-059767,"the covert activities involve support of the minority ahwazi arab and baluchi groups and other dissident organizations,",seymour hersh,Q435792,2009-06-24 20:50:45,2,"['http://palestinechronicle.com/view_article_details.php?id=15234'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=128494968&blogId=497098454']",A,0.7371,['US' 'IS'],1
1250,100629,2009-03-04-096747,"with amazing courage, generosity and conviction they responded to the call of duty in an effort to bring peace to a country mired in conflict. it cost them their lives. they deserve our utmost respect.",jonathan vance,Q20682472,2009-03-04 18:52:27,26,"['http://winnipegfreepress.com/breakingnews/40703192.html'
 'http://toronto.ctv.ca/servlet/an/local/CTVNews/20090304/afghanistan_canada_090304/20090304?hub=TorontoNewHome'
 'http://news1130.com/news/national/more.jsp?content=n030445A'
 'http://news1130.com/news/world/more.jsp?content=w030457A'
 'http://570news.com/news/international/article.jsp?content=w030457A'
 'http://570news.com/news/national/article.jsp?content=n030445A'
 'http://680news.com/news/national/more.jsp?content=n030445A'
 'http://680news.com/news/world/more.jsp?content=w030457A'
 'http://news.sympatico.msn.cbc.ca/Canada/ContentPosting?newsitemid=0457285031&feedname=CP-NATIONAL&show=False&number=0&showbyline=False&subtitle=&detect=&abc=abc&date=False'
 'http://news.sympatico.msn.cbc.ca/World/ContentPosting?newsitemid=0457285031&feedname=CP-WORLD&show=False&number=0&showbyline=False&subtitle=&detect=&abc=abc&date=False'
 'http://news1130.com/news/national/more.jsp?content=n030493A'
 'http://news1130.com/news/world/more.jsp?content=w030487A'
 'http://news.sympatico.msn.ctv.ca/World/ContentPosting?newsitemid=0457285031&feedname=CP-WORLD&show=False&number=0&showbyline=False&subtitle=&detect=&abc=abc&date=False'
 'http://winnipegfreepress.com/breakingnews/Three-Canadian-soldiers-dead-two-wounded-in-Afghan-bomb-attack.html?viewAllComments=y'
 'http://news1130.com/news/world/more.jsp?content=w0304117A'
 'http://news1130.com/news/national/more.jsp?content=n0304143A'
 'http://570news.com/news/international/article.jsp?content=w0304117A'
 'http://news.sympatico.msn.ctv.ca/Canada/ContentPosting?newsitemid=0457285031&feedname=CP-NATIONAL&show=False&number=0&showbyline=False&subtitle=&detect=&abc=abc&date=False'
 'http://news1130.com/news/national/more.jsp?content=n0304187A'
 'http://cjad.com/news/14/887256'
 'http://680news.com/news/national/more.jsp?content=n0304187A'
 'http://ctv.ca/servlet/ArticleNews/story/CTVNews/20090304/afghanistan_canada_090304/20090304?hub=CTVNewsAt11'
 'http://680news.com/news/national/more.jsp?content=n030508A'
 'http://680news.com/news/world/more.jsp?content=w030517A'
 'http://news1130.com/news/national/more.jsp?content=n030508A'
 'http://news1130.com/news/world/more.jsp?content=w030517A']",A,0.332,['CA' 'US'],1
3489,144678,2010-02-13-047939,"the purpose of the fbi's counterintelligence program was a series of covert, and often illegal programs, conducted by the united states government and aimed squarely at investigating and disrupting dissident political organizations within the united states.",cass sunstein,Q956164,2010-02-13 16:36:50,1,['http://opednews.com/articles/Big-Brother-Propaganda-Str-by-Debbie-Morgan-100212-572.html'],A,0.5429,['US'],1
16434,87264,2018-04-13-043524,"I haven't heard the piece played by instruments yet. For me, I'm listening for balance between instruments. There may be things I can suggest. I do think it's important for the composer to get one good run through before the premiere.",Philip Glass,Q189729,2018-04-13 03:00:00,1,['http://journalstar.com/entertainment/music/a-celebration-of-glass-to-feature-world-premiere-of-piano/article_d5cbb77c-de78-5f80-9fa5-c1566251c452.html'],E,0.8719,['US'],1
3769,113314,2011-08-18-004369,"anna hazare's health is fine. a medical team from gb pant hospital visited him on wednesday evening. but he said that when jail doctors are taking care of him he does not need another medical team,",anna hazare,Q230874,2011-08-18 05:17:06,2,"['http://ndtv.com/article/india/anna-s-health-is-fine-will-be-checked-again-before-leaving-tihar-kejriwal-127292'
 'http://ndtv.com/article/india/anna-hazare-to-undergo-medical-test-before-leaving-tihar-jail-127292']",C,0.4311,['IN'],1
12522,105593,2016-09-29-130303,There is very little data at elevated temperature.,Michael Saliba,Q58107761,2016-09-29 17:00:00,1,['http://spectrum.ieee.org/energywise/green-tech/solar/perovskites-become-more-stable'],E,0.5552,['US'],1
4471,113241,2011-08-08-007951,"but when the all blacks are on fire like that, no team in the world is going to beat them. especially at eden park which is their favourite ground around the world.",greg clark,Multiple,2011-08-08 04:36:02,1,['http://foxsports.com.au/rugby/wallabies/as-good-as-all-blacks-will-get/story-e6frf55l-1226111030192?from=public_rss'],C,0.5533,['AS'],1
1503,118382,2009-04-15-023215,"i had mixed feelings with my prone event. i was elated that i shot a 597, which was my personal best in a world cup, but at the same time was disappointed that i missed the podium. but it's always a learning experience when you miss narrowly,",gagan narang,Q264639,2009-04-15 05:23:22,1,['http://in.news.yahoo.com/32/20090415/376/tsp-gagan-draws-from-narrow-miss.html'],A,0.7176,['US'],1
6476,131550,2012-05-03-077707,the liberal case for war,dan savage,Multiple,2012-05-03 05:00:00,1,['http://christiancentury.org/blogs/archive/2012-05/frustrating-performance-dan-savage'],C,0.7123,['US'],1
10887,209600,2015-06-18-071686,"vision and hearing impaired. She can no longer walk, is fed through a feeding tube and has some brain damage from seizures.",None,,2015-06-18 19:56:04,3,"['http://www.reviewjournal.com/news/nation-and-world/investigators-dig-mysterious-lives-daughter-dead-mother'
 'http://wfsb.com/story/29346988/investigators-work-to-unravel-secret-lives-of-gypsy-blancharde-her-mother'
 'http://kptv.com/story/29346988/investigators-work-to-unravel-secret-lives-of-gypsy-blancharde-her-mother']",E,0.8666,['US'],1
14250,115784,2017-11-21-015122,"but I've got Luther in there with me, and we're both guitar players, so we ended up with something a little heavier, and I'm glad we did. He introduced me to hollowbody guitars and the different feedback you can get when you ring out certain notes, and that really influenced my solos a lot. So it's a semi-acoustic record -- that's the term we finally landed on when it was all said and done.",Samantha Fish,Q18630449,2017-11-21 19:10:00,1,['https://www.premierguitar.com/articles/26550-samantha-fish-from-cowtown-to-coldwater'],E,0.9193,['US'],1
9298,210023,2014-01-04-023504,"Over 20 years. Everyone expects a facility like that to go through degradation in terms of the roof. I know there's been other leaks. They've been able to patch it,",Mark Takai,Q16197299,2014-01-04 04:19:06,1,['http://khon2.com/news/leaky-roof-causes-concern-at-stan-sheriff-center'],D,0.937,['US'],1
19858,18031,2019-08-27-097426,"We're watching it, and we know what the wind's going to be like tomorrow -- and the bird doesn't know,",None,,2019-08-27 14:45:00,1,['https://www.audubon.org/news/the-secret-lives-swallow-tailed-kites'],E,0.4915,['US'],1
19511,148159,2019-05-21-082603,"That doesn't mean that the threats that we've previously identified have gone away. Our prudent response, I think, has given the Iranians time to recalculate. I think our response was a measure of our will and our resolve that we will protect our people and our interests in the region.",Patrick Shanahan,Q24762148,2019-05-21 20:46:34,4,"['https://taskandpurpose.com/tag/rep.-ruben-gallego'
 'https://taskandpurpose.com/mcraven-trump-pardons-war-crimes'
 'https://taskandpurpose.com/north-carolina-city-suing-to-take-down-massive-american-flag'
 'http://taskandpurpose.com/tag/rep. seth moulton']",E,0.7302,['US'],1
15437,44405,2017-05-01-015328,"Combined with the low unemployment rate in the state,",Susan Collins,Multiple,2017-05-01 15:19:07,1,['http://downeast.com/summer-squeeze/'],E,0.4539,['US'],1
8071,69237,2013-08-29-006553,"Basically, we had a lady who came out of her house and saw goats on the side of the street,",Jennifer York,Q6178959,2013-08-29 07:00:00,1,['http://www.mrtimes.com/news/raining-goats-and-sheep-1.605365'],D,0.7945,['CA'],1
